City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs),Country,Date
0,Kodiak,57.79,-152.41,19.4,48,20,38.21,few clouds,0.0,0.0,US,2020-02-22 06:23:01
1,Vaini,-21.2,-175.2,80.6,78,75,13.87,smoke,0.0,0.0,TO,2020-02-22 06:26:40
2,Port Alfred,-33.59,26.89,69.01,90,96,5.01,light rain,0.19,0.0,ZA,2020-02-22 06:26:42
3,Busselton,-33.65,115.33,81.0,40,100,9.24,overcast clouds,0.0,0.0,AU,2020-02-22 06:26:47
4,Punta Arenas,-53.15,-70.92,53.6,81,79,14.99,broken clouds,0.0,0.0,CL,2020-02-22 06:25:06
5,Hambantota,6.12,81.12,82.4,100,75,10.29,broken clouds,0.0,0.0,LK,2020-02-22 06:26:55
6,Lebu,-37.62,-73.65,49.96,98,4,1.86,clear sky,0.0,0.0,CL,2020-02-22 06:22:57
7,Bambous Virieux,-20.34,57.76,82.99,58,20,5.82,few clouds,0.0,0.0,MU,2020-02-22 06:26:58
8,Kokopo,-4.35,152.26,85.3,75,0,16.15,clear sky,0.0,0.0,PG,2020-02-22 06:26:59
9,Saint Anthony,45.02,-93.22,25.0,85,1,4.7,clear sky,0.0,0.0,US,2020-02-22 06:27:00
10,Tasiilaq,65.61,-37.64,17.6,61,66,2.24,broken clouds,0.0,0.0,GL,2020-02-22 06:23:12
11,Omboue,-1.57,9.26,75.85,94,97,2.75,light rain,0.13,0.0,GA,2020-02-22 06:27:34
12,Katsuura,35.13,140.3,66.0,55,40,25.28,scattered clouds,0.0,0.0,JP,2020-02-22 06:23:42
13,Mount Isa,-20.73,139.5,96.8,23,100,8.05,overcast clouds,0.0,0.0,AU,2020-02-22 06:27:36
14,Bluff,-46.6,168.33,55.0,60,12,11.01,few clouds,0.0,0.0,NZ,2020-02-22 06:22:42
15,Glendive,47.11,-104.71,33.8,74,1,12.75,clear sky,0.0,0.0,US,2020-02-22 06:27:38
16,Hobart,-42.88,147.33,73.0,49,16,17.22,few clouds,0.0,0.0,AU,2020-02-22 06:25:58
17,Yellowknife,62.46,-114.35,1.0,84,5,10.29,clear sky,0.0,0.0,CA,2020-02-22 06:23:31
18,Quatre Cocos,-20.21,57.76,82.99,58,20,5.82,few clouds,0.0,0.0,MU,2020-02-22 06:27:40
19,Mataura,-46.19,168.86,55.0,60,60,11.01,broken clouds,0.0,0.0,NZ,2020-02-22 06:27:41
20,Mount Gambier,-37.83,140.77,69.8,56,4,18.34,clear sky,0.0,0.0,AU,2020-02-22 06:27:42
21,Puerto Ayora,-0.74,-90.35,78.13,86,47,3.74,light rain,0.19,0.0,EC,2020-02-22 06:27:44
22,Albany,42.6,-73.97,26.6,42,1,8.05,clear sky,0.0,0.0,US,2020-02-22 06:27:45
23,Mangrol,21.12,70.12,79.88,42,13,5.17,few clouds,0.0,0.0,IN,2020-02-22 06:27:46
24,Airai,-8.93,125.41,76.21,85,100,2.77,moderate rain,4.81,0.0,TL,2020-02-22 06:27:48
25,Butaritari,3.07,172.79,79.93,81,100,10.29,light rain,1.69,0.0,KI,2020-02-22 06:27:48
26,Nikolskoye,59.7,30.79,37.99,74,75,17.9,broken clouds,0.0,0.0,RU,2020-02-22 06:27:49
27,Bichura,50.59,107.6,16.36,78,82,2.21,broken clouds,0.0,0.0,RU,2020-02-22 06:27:50
28,Atuona,-9.8,-139.03,81.72,78,98,15.82,overcast clouds,0.0,0.0,PF,2020-02-22 06:22:51
29,Coquimbo,-29.95,-71.34,60.8,87,90,2.24,overcast clouds,0.0,0.0,CL,2020-02-22 06:27:52
30,Rikitea,-23.12,-134.97,78.22,74,16,8.32,light rain,0.13,0.0,PF,2020-02-22 06:27:52
31,Fortuna,40.6,-124.16,48.99,93,90,1.23,overcast clouds,0.0,0.0,US,2020-02-22 06:23:16
32,Hermanus,-34.42,19.23,70.0,79,94,5.99,overcast clouds,0.0,0.0,ZA,2020-02-22 06:27:54
33,Ushuaia,-54.8,-68.3,55.4,76,40,17.22,scattered clouds,0.0,0.0,AR,2020-02-22 06:27:56
34,Tinogboc,12.01,121.41,79.3,75,0,30.65,clear sky,0.0,0.0,PH,2020-02-22 06:27:56
35,Yining,29.04,114.56,64.99,54,0,1.99,clear sky,0.0,0.0,CN,2020-02-22 06:27:57
36,Tomatlan,19.93,-105.25,70.27,89,26,2.08,scattered clouds,0.0,0.0,MX,2020-02-22 06:27:57
37,Dmitriyevskaya,45.66,40.77,38.98,80,100,14.67,overcast clouds,0.0,0.0,RU,2020-02-22 06:27:58
38,Ponta Do Sol,32.67,-17.1,63.0,77,40,9.17,scattered clouds,0.0,0.0,PT,2020-02-22 06:27:59
39,Avarua,-21.21,-159.78,82.4,83,2,9.17,light rain,0.31,0.0,CK,2020-02-22 06:28:00
40,Krasnogorsk,55.82,37.32,34.0,80,83,8.95,broken clouds,0.0,0.0,RU,2020-02-22 06:28:00
41,Obodivka,48.41,29.25,30.0,87,16,3.2,few clouds,0.0,0.0,UA,2020-02-22 06:28:01
42,Tuatapere,-46.13,167.68,55.0,60,24,11.01,few clouds,0.0,0.0,NZ,2020-02-22 06:28:01
43,Ancud,-41.87,-73.82,51.8,66,0,5.82,clear sky,0.0,0.0,CL,2020-02-22 06:28:04
44,Carnarvon,-24.87,113.63,84.2,62,40,13.87,scattered clouds,0.0,0.0,AU,2020-02-22 06:28:05
45,Castro,-24.79,-50.01,62.82,99,95,4.52,light rain,0.19,0.0,BR,2020-02-22 06:28:06
46,Altamira,-3.2,-52.21,72.84,92,90,1.95,overcast clouds,0.0,0.0,BR,2020-02-22 06:24:00
47,Sao Filipe,14.9,-24.5,67.42,83,73,20.11,broken clouds,0.0,0.0,CV,2020-02-22 06:28:08
48,Sabha,27.04,14.43,49.3,59,0,8.41,clear sky,0.0,0.0,LY,2020-02-22 06:28:08
49,Marawi,8.0,124.29,82.0,76,21,10.0,few clouds,0.0,0.0,PH,2020-02-22 06:28:09
50,Yeniseysk,58.45,92.17,25.72,89,97,2.13,overcast clouds,0.0,0.0,RU,2020-02-22 06:28:10
51,Bengkulu,-3.8,102.27,89.87,53,6,4.16,clear sky,0.0,0.0,ID,2020-02-22 06:28:11
52,Lazaro Cardenas,17.96,-102.2,72.32,84,0,3.36,clear sky,0.0,0.0,MX,2020-02-22 06:28:10
53,Chuy,-33.7,-53.46,59.47,66,41,11.72,scattered clouds,0.0,0.0,UY,2020-02-22 06:28:13
54,Touros,-5.2,-35.46,77.0,94,40,2.24,shower rain,0.0,0.0,BR,2020-02-22 06:28:14
55,Kargopol,61.51,38.95,32.67,87,95,15.46,light snow,0.0,0.13,RU,2020-02-22 06:28:15
56,Alexandria,31.22,29.96,53.6,76,40,9.17,scattered clouds,0.0,0.0,EG,2020-02-22 06:25:49
57,Lagoa,39.05,-27.98,60.1,78,52,8.16,broken clouds,0.0,0.0,PT,2020-02-22 06:28:19
58,Podor,16.65,-14.96,69.13,29,83,8.61,broken clouds,0.0,0.0,MR,2020-02-22 06:28:20
59,Severo-Kurilsk,50.68,156.12,15.85,88,94,23.0,light snow,0.0,0.38,RU,2020-02-22 06:28:21
60,Palmer,42.16,-72.33,27.0,49,1,6.93,clear sky,0.0,0.0,US,2020-02-22 06:28:22
61,Ranong,9.97,98.63,87.8,58,75,12.75,broken clouds,0.0,0.0,TH,2020-02-22 06:28:22
62,Kapaa,22.08,-159.32,73.4,78,90,13.87,overcast clouds,0.0,0.0,US,2020-02-22 06:28:26
63,Bandarbeyla,9.49,50.81,77.29,69,19,11.12,few clouds,0.0,0.0,SO,2020-02-22 06:28:27
64,Stromness,58.97,-3.3,37.4,59,98,35.57,light snow,0.0,0.75,GB,2020-02-22 06:26:03
65,New Norfolk,-42.78,147.06,73.0,49,11,17.22,few clouds,0.0,0.0,AU,2020-02-22 06:28:29
66,Lata,40.16,-8.33,55.99,93,0,2.24,clear sky,0.0,0.0,PT,2020-02-22 06:24:33
67,Barrow,71.29,-156.79,-9.4,76,90,5.82,overcast clouds,0.0,0.0,US,2020-02-22 06:25:01
68,Sundumbili,-29.13,31.4,78.8,78,0,8.05,clear sky,0.0,0.0,ZA,2020-02-22 06:28:32
69,Boa Vista,2.82,-60.67,80.6,65,81,9.17,broken clouds,0.0,0.0,BR,2020-02-22 06:28:32
70,Pokhara,28.23,83.98,78.42,30,0,3.0,clear sky,0.0,0.0,NP,2020-02-22 06:28:34
71,Coihaique,-45.58,-72.07,46.4,70,0,2.15,clear sky,0.0,0.0,CL,2020-02-22 06:27:11
72,Bethel,41.37,-73.41,32.0,42,1,5.82,clear sky,0.0,0.0,US,2020-02-22 06:28:36
73,Carutapera,-1.2,-46.02,79.99,78,100,2.46,light rain,1.25,0.0,BR,2020-02-22 06:28:39
74,Wheeling,42.14,-87.93,30.99,54,1,14.99,clear sky,0.0,0.0,US,2020-02-22 06:28:40
75,Mandurah,-32.55,115.7,82.4,58,40,8.05,scattered clouds,0.0,0.0,AU,2020-02-22 06:27:27
76,Komsomolskiy,40.43,71.72,50.0,66,56,6.93,broken clouds,0.0,0.0,UZ,2020-02-22 06:28:42
77,Qaanaaq,77.48,-69.36,-19.12,55,90,4.76,overcast clouds,0.0,0.0,GL,2020-02-22 06:28:43
78,Soyo,-6.13,12.37,78.8,83,20,6.93,few clouds,0.0,0.0,AO,2020-02-22 06:28:44
79,Karakol,42.49,78.39,34.74,94,91,1.41,overcast clouds,0.0,0.0,KG,2020-02-22 06:28:46
80,Jamestown,42.1,-79.24,30.2,53,1,16.11,clear sky,0.0,0.0,US,2020-02-22 06:28:47
81,Hilo,19.73,-155.09,69.8,77,90,6.93,light rain,0.0,0.0,US,2020-02-22 06:28:48
82,Vardo,70.37,31.11,33.15,84,97,33.46,overcast clouds,0.0,0.0,NO,2020-02-22 06:28:49
83,Cockburn Town,21.46,-71.14,77.23,73,48,8.01,scattered clouds,0.0,0.0,TC,2020-02-22 06:25:01
84,Port Keats,-14.25,129.55,96.06,39,69,8.77,broken clouds,0.0,0.0,AU,2020-02-22 06:28:51
85,Aleysk,52.49,82.78,25.7,94,100,0.56,light snow,0.0,0.88,RU,2020-02-22 06:28:52
86,Westport,41.14,-73.36,34.0,42,1,8.05,clear sky,0.0,0.0,US,2020-02-22 06:28:54
87,Atar,20.52,-13.05,66.43,15,52,4.52,broken clouds,0.0,0.0,MR,2020-02-22 06:28:55
88,Strezhevoy,60.73,77.59,15.8,56,94,8.95,overcast clouds,0.0,0.0,RU,2020-02-22 06:28:56
89,Hasaki,35.73,140.83,64.4,55,75,19.46,broken clouds,0.0,0.0,JP,2020-02-22 06:28:57
90,Pouebo,-20.4,164.57,77.94,79,92,1.16,light rain,0.44,0.0,NC,2020-02-22 06:28:58
91,Saldanha,-33.01,17.94,68.0,77,65,1.12,broken clouds,0.0,0.0,ZA,2020-02-22 06:28:59
92,Grindavik,63.84,-22.43,32.0,77,40,17.22,scattered clouds,0.0,0.0,IS,2020-02-22 06:29:00
93,Toowoomba,-27.55,151.97,77.0,61,14,24.16,light rain,0.44,0.0,AU,2020-02-22 06:29:02
94,Laguna,38.42,-121.42,60.8,47,1,5.82,clear sky,0.0,0.0,US,2020-02-22 06:24:46
95,Muisne,0.6,-80.03,77.81,87,89,4.83,overcast clouds,0.0,0.0,EC,2020-02-22 06:29:03
96,Port Elizabeth,-33.92,25.57,69.8,73,20,19.46,few clouds,0.0,0.0,ZA,2020-02-22 06:29:04
97,Yar-Sale,66.83,70.83,8.8,79,58,16.96,broken clouds,0.0,0.0,RU,2020-02-22 06:29:04
98,Catuday,16.29,119.81,79.09,60,0,10.16,clear sky,0.0,0.0,PH,2020-02-22 06:29:06
99,Lavrentiya,65.58,-171.0,-13.67,88,94,1.72,overcast clouds,0.0,0.0,RU,2020-02-22 06:29:06
100,Visby,57.64,18.3,43.0,100,100,34.45,light rain,0.5,0.0,SE,2020-02-22 06:29:07
101,Nizhnevartovsk,60.93,76.55,15.8,56,25,8.95,scattered clouds,0.0,0.0,RU,2020-02-22 06:29:08
102,Lota,-37.08,-73.17,55.4,87,46,2.24,scattered clouds,0.0,0.0,CL,2020-02-22 06:29:09
103,Miles City,46.41,-105.84,33.01,55,1,8.05,clear sky,0.0,0.0,US,2020-02-22 06:29:11
104,Belmonte,-15.86,-38.88,78.8,83,75,4.7,broken clouds,0.0,0.0,BR,2020-02-22 06:29:12
105,Hithadhoo,-0.6,73.08,81.41,78,98,9.04,light rain,0.69,0.0,MV,2020-02-22 06:29:12
106,Tessalit,20.2,1.01,67.96,11,79,11.48,broken clouds,0.0,0.0,ML,2020-02-22 06:29:14
107,Gigmoto,13.78,124.39,79.0,79,51,22.91,light rain,1.44,0.0,PH,2020-02-22 06:29:14
108,Jalu,29.03,21.55,50.07,68,0,7.14,clear sky,0.0,0.0,LY,2020-02-22 06:29:16
109,Smithers,54.78,-127.17,32.0,87,90,2.24,overcast clouds,0.0,0.0,CA,2020-02-22 06:27:49
110,Beyneu,45.32,55.2,36.28,68,0,5.17,clear sky,0.0,0.0,KZ,2020-02-22 06:29:17
111,Ughelli,5.49,6.01,77.61,95,0,3.04,clear sky,0.0,0.0,NG,2020-02-22 06:29:19
112,Eurajoki,61.3,21.75,41.0,86,90,14.99,shower rain,0.0,0.0,FI,2020-02-22 06:29:21
113,Alofi,-19.06,-169.92,80.6,88,75,9.17,broken clouds,0.0,0.0,NU,2020-02-22 06:29:22
114,Huntsville,34.73,-86.59,32.0,68,1,4.7,clear sky,0.0,0.0,US,2020-02-22 06:24:56
115,Ilulissat,69.22,-51.1,-5.8,53,100,4.7,overcast clouds,0.0,0.0,GL,2020-02-22 06:29:24
116,Luganville,-15.53,167.17,86.0,66,20,5.82,few clouds,0.0,0.0,VU,2020-02-22 06:29:25
117,Khatanga,71.97,102.5,-11.96,95,0,8.05,clear sky,0.0,0.0,RU,2020-02-22 06:29:26
118,Margate,51.38,1.39,51.01,81,75,21.92,light rain,0.0,0.0,GB,2020-02-22 06:29:26
119,Lorengau,-2.02,147.27,84.11,75,37,11.27,light rain,0.19,0.0,PG,2020-02-22 06:29:27
120,Mar Del Plata,-38.0,-57.56,57.0,81,75,4.7,broken clouds,0.0,0.0,AR,2020-02-22 06:29:28
121,Muhos,64.75,26.17,37.4,93,20,12.75,few clouds,0.0,0.0,FI,2020-02-22 06:29:30
122,Am Timan,11.03,20.28,74.98,21,0,8.75,clear sky,0.0,0.0,TD,2020-02-22 06:29:31
123,Valer,60.68,11.83,42.8,87,75,17.22,light rain,0.0,0.0,NO,2020-02-22 06:29:31
124,Cabedelo,-6.98,-34.83,78.8,94,40,2.24,scattered clouds,0.0,0.0,BR,2020-02-22 06:29:32
125,Zhigansk,66.77,123.37,-6.5,96,98,6.38,overcast clouds,0.0,0.0,RU,2020-02-22 06:29:33
126,Rorvik,64.86,11.24,40.33,77,97,35.46,light rain,1.37,0.0,NO,2020-02-22 06:29:34
127,Naze,28.37,129.48,66.2,88,75,9.17,light rain,0.0,0.0,JP,2020-02-22 06:29:35
128,Georgetown,5.41,100.34,93.2,46,20,13.87,few clouds,0.0,0.0,MY,2020-02-22 06:29:35
129,Bredasdorp,-34.53,20.04,71.6,60,13,9.17,few clouds,0.0,0.0,ZA,2020-02-22 06:29:37
130,General Pico,-35.66,-63.76,52.05,47,0,5.97,clear sky,0.0,0.0,AR,2020-02-22 06:29:37
131,Port-Cartier,50.03,-66.87,21.2,79,90,5.82,light snow,0.0,0.0,CA,2020-02-22 06:27:08
132,Muravlenko,63.79,74.52,5.85,87,0,11.32,clear sky,0.0,0.0,RU,2020-02-22 06:29:40
133,Tuktoyaktuk,69.45,-133.04,5.0,84,90,5.82,overcast clouds,0.0,0.0,CA,2020-02-22 06:29:41
134,Berlevag,70.86,29.09,34.47,79,100,39.46,overcast clouds,0.0,0.0,NO,2020-02-22 06:29:42
135,Chokurdakh,70.63,147.92,-21.1,97,55,1.23,broken clouds,0.0,0.0,RU,2020-02-22 06:29:42
136,Comodoro Rivadavia,-45.87,-67.5,59.0,47,0,3.36,clear sky,0.0,0.0,AR,2020-02-22 06:29:43
137,Arrecife,28.96,-13.55,66.2,59,0,11.41,clear sky,0.0,0.0,ES,2020-02-22 06:29:46
138,Aktash,50.3,87.73,28.0,92,100,1.79,overcast clouds,0.0,0.0,RU,2020-02-22 06:29:46
139,Upernavik,72.79,-56.15,-17.0,96,94,1.07,overcast clouds,0.0,0.0,GL,2020-02-22 06:29:47
140,Salekhard,66.53,66.6,6.4,90,94,12.86,overcast clouds,0.0,0.0,RU,2020-02-22 06:29:48
141,Khakhea,-24.69,23.49,79.25,50,64,4.76,broken clouds,0.0,0.0,BW,2020-02-22 06:29:49
142,Chapais,49.78,-74.85,26.6,68,90,12.75,light snow,0.0,0.0,CA,2020-02-22 06:25:07
143,Banjar,-8.19,114.97,82.4,94,75,21.92,light rain,0.0,0.0,ID,2020-02-22 06:24:55
144,Almaznyy,48.04,40.05,33.8,99,75,13.42,mist,0.0,0.0,RU,2020-02-22 06:29:52
145,Kahului,20.89,-156.47,73.4,64,1,13.87,clear sky,0.0,0.0,US,2020-02-22 06:29:54
146,Saint-Louis,16.33,-15.0,69.13,29,83,8.61,broken clouds,0.0,0.0,SN,2020-02-22 06:29:54
147,Esperance,-33.87,121.9,86.0,30,40,6.93,scattered clouds,0.0,0.0,AU,2020-02-22 06:29:55
148,Bilibino,68.05,166.44,-18.33,98,100,2.62,overcast clouds,0.0,0.0,RU,2020-02-22 06:29:56
149,Mahebourg,-20.41,57.7,82.99,58,20,5.82,few clouds,0.0,0.0,MU,2020-02-22 06:29:58
150,Manzanillo,20.34,-77.12,71.69,81,23,3.53,few clouds,0.0,0.0,CU,2020-02-22 06:29:59
151,Waw,7.7,28.0,78.84,14,0,7.4,clear sky,0.0,0.0,SS,2020-02-22 06:29:59
152,Nadym,65.53,72.52,7.38,82,0,10.87,clear sky,0.0,0.0,RU,2020-02-22 06:30:00
153,Talaya,61.38,152.75,-17.9,90,52,0.25,broken clouds,0.0,0.0,RU,2020-02-22 06:30:02
154,Arraial Do Cabo,-22.97,-42.03,76.55,90,98,10.58,light rain,1.44,0.0,BR,2020-02-22 06:30:03
155,Victoria,22.29,114.16,82.0,53,20,8.05,few clouds,0.0,0.0,HK,2020-02-22 06:29:40
156,Sitka,57.05,-135.33,33.8,86,90,9.17,light snow,0.0,0.0,US,2020-02-22 06:30:09
157,Amnat Charoen,15.86,104.63,89.01,32,0,18.59,clear sky,0.0,0.0,TH,2020-02-22 06:30:10
158,Dikson,73.51,80.55,11.73,91,100,22.32,overcast clouds,0.0,0.0,RU,2020-02-22 06:30:11
159,Assemini,39.29,9.0,53.6,93,40,3.36,scattered clouds,0.0,0.0,IT,2020-02-22 06:30:12
160,Torbay,47.67,-52.73,14.0,72,5,11.41,clear sky,0.0,0.0,CA,2020-02-22 06:30:03
161,Yeppoon,-23.13,150.73,80.6,74,90,12.75,light intensity shower rain,0.0,0.0,AU,2020-02-22 06:30:14
162,Poum,-20.23,164.02,80.92,77,20,13.67,few clouds,0.0,0.0,NC,2020-02-22 06:30:16
163,Klaksvik,62.23,-6.59,33.8,68,76,36.91,moderate rain,0.0,0.0,FO,2020-02-22 06:30:17
164,Cape Town,-33.93,18.42,70.0,77,75,9.17,broken clouds,0.0,0.0,ZA,2020-02-22 06:30:18
165,Karratha,-20.74,116.85,81.72,80,0,15.95,clear sky,0.0,0.0,AU,2020-02-22 06:28:26
166,Petropavlovsk-Kamchatskiy,53.05,158.65,23.0,32,1,13.42,clear sky,0.0,0.0,RU,2020-02-22 06:30:22
167,Cherskiy,68.75,161.3,-18.98,98,100,3.98,overcast clouds,0.0,0.0,RU,2020-02-22 06:30:23
168,Quito,-0.23,-78.52,57.2,93,90,2.24,fog,0.0,0.0,EC,2020-02-22 06:28:39
169,Port Hedland,-20.32,118.57,93.2,56,0,16.11,clear sky,0.0,0.0,AU,2020-02-22 06:30:24
170,Nancha,47.13,129.27,20.8,80,100,4.59,overcast clouds,0.0,0.0,CN,2020-02-22 06:30:25
171,Bela,25.93,81.98,75.76,51,12,10.87,few clouds,0.0,0.0,IN,2020-02-22 06:30:26
172,Belyy Yar,53.6,91.39,33.8,59,100,2.24,overcast clouds,0.0,0.0,RU,2020-02-22 06:30:27
173,Teya,60.38,92.63,22.17,89,92,2.71,light snow,0.0,0.13,RU,2020-02-22 06:30:28
174,Lakes Entrance,-37.88,147.98,75.99,67,0,8.01,clear sky,0.0,0.0,AU,2020-02-22 06:26:57
175,Lasa,46.62,10.7,35.01,58,40,3.36,scattered clouds,0.0,0.0,IT,2020-02-22 06:30:30
176,Saint George,37.1,-113.58,53.6,23,1,3.36,clear sky,0.0,0.0,US,2020-02-22 06:30:28
177,Khuzdar,27.74,66.64,61.36,25,0,2.82,clear sky,0.0,0.0,PK,2020-02-22 06:30:22
178,Hokitika,-42.72,170.97,59.68,66,55,12.59,light rain,0.13,0.0,NZ,2020-02-22 06:30:33
179,Eyl,7.98,49.82,77.41,73,76,17.38,broken clouds,0.0,0.0,SO,2020-02-22 06:30:34
180,Saskylakh,71.92,114.08,-9.89,96,99,8.39,overcast clouds,0.0,0.0,RU,2020-02-22 06:30:35
181,Jinxiang,22.86,115.7,75.99,62,0,10.18,clear sky,0.0,0.0,CN,2020-02-22 06:30:35
182,Hofn,64.25,-15.21,35.38,95,100,18.3,overcast clouds,0.0,0.0,IS,2020-02-22 06:30:36
183,Bafra,41.57,35.91,44.6,87,90,12.75,light rain,0.0,0.0,TR,2020-02-22 06:30:37
